555	Transport	Hospital 			
639	Medical Group Call 				
655	Transport	Hospital 			
685	Transport	Hospital 			
687	BLS	Hospital 			
689	Transport	Hospital 			
749	Transport	Hospital 			
755	Transport	Hospital 			
759	Transport	Hospital 			
767	ALS	Hospital 			
771	BLS	Hospital 			
891	Transport - UCSD Thornton 				
897	Transport - Veterans 				
919	ALS - Grossmont 				
927	ALS - Scripps Chula Vista 				
649	10A Dispatch 				
255	10B Command 				
645	10C Fire Tac - Battalion 1/7 				
651	10D Fire Tac - Battalion 1/7 				
259	10E Command 				
647	10F Fire Tac - Battalion 5/8 				
257	10G Fire Tac - Battalion 5/8 				
261	10H Command 				
265	10I Fire Tac - Incident 				
263	10J Fire Tac - Incident 				
143	10K Command 				
145	10L Fire Tac - Incident 				
339	10M Fire Tac - Incident 				
341	10N Fire Tac 				
39	11A Travel (Countywide) 				
41	11B Command 				
43	11C Fire Tac - Battalion 2/6 				
45	11D Fire Tac - Battalion 2/6 				
47	11E Command 				
49	11F Fire Tac - Battalion 3/4 				
95	11G Fire Tac - Battalion 3/4 				
97	11H Command 				
99	11I Fire Tac - Incident 				
105	11J Fire Tac - Incident 				
107	11K Command 				
109	11L Fire Tac - Incident 				
111	11M Fire Tac - Incident 				
133	11N Fire Tac 				
1365	Emergency 10P/11P (Emergency Button) 				
253	Fire Prevention Officers 				
1089	Inland Fire Chiefs 				
1329	San Diego Rural Fire Admin 				
1747	Deer Springs Fire Department Tactical 				
1767	Valley Center Tac 				
2362	Valley Center Fire Tactical 				
2624	Ocotillo Fire Administration 				
2625	Ocotillo Fire Training 				
2640	San Diego Rural Fire Chiefs 				
1091	Oceanside 				
1093	Escondido 				
1095	El Cajon 				
1097	North San Diego 				
1099	South Bay 				
1101	Boys Girls Athletics 				
1103	Rosecrans 				
1105	Askew 				
1107	East San Diego 				
1109	Fallbrook 				
1111	Edgemoor Skilled Nursing Facility 				
1113	EMS 				
1115	Hospital Administration 				
1117	Health Group Call 				
1373	Health DOC  				
1375	Health Tac 1 				
1377	Health Tac 2 				
1379	Health Tac 3 				
1381	Health Tac 4  				
2846	Department of Environmental Health 1 				
2847	Department of Environmental Health 2 				
609	Incident Command 1 				
613	Incident Command 2 				
615	Incident Command 3 				
617	Incident Command 4 				
619	Incident Command 5 				
621	Incident Command 6 				
623	Incident Command 7 				
389	Incident Command 8 				
391	Incident Command 9 				
393	Incident Command 10 				
395	Incident Command 11 				
565	Blue 1 				
201	Blue 2 				
559	East Command 				
431	East Tac 1 				
433	East Tac 2 				
435	East Tac 3 				
437	East Tac 4 				
561	North Command 				
667	North Tac 1 				
669	North Tac 2 				
671	North Tac 3 				
673	North Tac 4 				
563	South Command 				
873	South Tac 1 				
875	South Tac 2 				
877	South Tac 3 				
879	South Tac 4 				
1914	Task Force Ops 1 				
2326	Task Force Ops 2 				
1915	Task Force Ops 3 				
2327	Task Force Ops 4 				
1916	Task Force Ops 5 				
2328	Task Force Ops 6 				
1917	Task Force Ops 7 				
2329	Task Force Ops 8 				
2108	Secure 2108 				
2109	Secure 2109 				
2110	Secure 1 				
2121	Secure 3 				
2137	Secure 2137 				
2161	Secure 2 				
2201	Secure 7 				
2202	Secure 2202 				
2125	North Coast Dispatch (Encinitas) 				
2180	20 Tac 1 (North Coast) 				
2141	20 Tac 2 (North Coast) 				
1933	20 Tac 3 (North Coast) 				
2190	Vista Dispatch 				
2182	30 Tac 1 (Vista/Fallbrook) 				
2142	30 Tac 2 (Vista/Fallbrook) 				
1934	30 Tac 3 (Vista/Fallbrook) 				
2159	Poway Dispatch 				
2181	40 Tac 1 (Poway/Ramona) 				
2143	40 Tac 2 (Poway/Ramona) 				
1936	40 Tac 3 (Poway/Ramona) 				
2169	Santee Dispatch 				
2183	50 Tac 1 (Santee/Lakeside/Alpine) 				
2144	50 Tac 2 (Santee/Lakeside/Alpine) 				
1937	50 Tac 3 (Santee/Lakeside/Alpine) 				
2153	Rancho San Diego Dispatch 				
2184	60 Tac 1 (Lemon Grove/Spring Valley) 				
2145	60 Tac 2 (Lemon Grove/Spring Valley) 				
1938	60 Tac 3 (Lemon Grove/Spring Valley) 				
2066	Imperial Beach Dispatch 				
2185	70 Tac 1 (Imperial Beach/Bonita) 				
2146	70 Tac 2 (Imperial Beach/Bonita) 				
1939	70 Tac 3 (Imperial Beach/Bonita) 				
2160	Rural Dispatch 				
2186	80 Tac 1 (Rural) 				
2147	80 Tac 2 (Rural) 				
1940	80 Tac 3 (Rural) 				
2167	San Marcos Dispatch 				
2187	90 Tac 1 (San Marcos/Escondido) 				
2148	90 Tac 2 (San Marcos/Escondido) 				
1935	90 Tac 3 (San Marcos/Escondido) 				
2140	Inquiry 				
1905	ASTREA Air Tac 				
2061	Administration 				
2107	Court Services Bureau - South Court Services Dispatch 				
2157	Court Services Bureau - North Court Services Dispatch 				
2158	Court Services Bureau - North Tac 1 				
2361	Court Services Tactical 				
1859	Special Investigations Division 6 				
1860	Special Investigations Division 7 				
2048	Arson/Bomb Unit 				
2101	Criminal Intelligence Detail 1 				
2104	Criminal Intelligence Detail 2 				
2105	Criminal Intelligence Detail 3 				
2106	Criminal Intelligence Detail 4 				
2127	Special Enforcement Detail 1 				
2128	Special Enforcement Detail 2 				
2129	Hostage Negotiation Team 				
2130	Special Investigations Division Intelligence 				
2131	Homicide 1 				
2132	Homicide 2 				
2150	Special Enforcement Detail 3 				
2154	Narcotics 1 				
2155	Narcotics 2 				
2156	Narcotics 3 				
2162	Special Investigations Division 1 				
2163	Special Investigations Division 2 				
2172	Special Investigations Division 3 				
2173	Special Investigations Division 4 				
2174	Special Investigations Division 5 				
2189	Commander's Net 				
2204	Court Services Bureau South Tac 1 				
2255	Emergency Communications Center Training 1 				
2256	Emergency Communications Center Training 2 				
2257	Emergency Communications Center Training 3 				
2258	Emergency Communications Center Training 4 				
2282	Internal Affairs 1 				
2283	Internal Affairs 2 				
2360	Risk Management Unit 				
2367	Fire Prevention 				
2671	Off Road Enforcement Team 1 				
2672	Search & Rescue 1 				
241	Jail Call 				
273	San Diego Central Jail Intake 				
2087	Command North 				
2118	Command South 				
2119	Command East 				
2120	Tac East 				
2122	Tac North 				
2123	Tac South 				
2188	Detentions Transport 				
2673	Search & Rescue 2 				
2674	Search & Rescue 3 				
2675	Search & Rescue 4 				
2676	Search & Rescue 5 				
2677	Search & Rescue 6 				
